City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,saint-joseph,-21.3667,55.6167,23.21,70,27,7.4,RE,1715130939
290,geraldton,-28.7667,114.6,23.23,35,0,9.77,AU,1715130940
291,long beach,33.767,-118.1892,23.5,72,0,5.14,US,1715130781
292,mareeba,-17.0,145.4333,24.13,86,8,4.63,AU,1715130789
293,kamakwie,9.5,-12.2333,27.42,82,18,1.84,SL,1715130940
294,lazaro cardenas,17.9583,-102.2,25.79,67,100,4.79,MX,1715130940
295,san patricio,28.017,-97.5169,28.05,83,54,4.48,US,1715130804
296,holualoa,19.6228,-155.9522,24.91,75,100,4.63,US,1715130941
297,el granada,37.5027,-122.4694,21.94,64,0,7.2,US,1715130941
298,luanda,-8.8368,13.2343,24.48,93,18,3.41,AO,1715130467
299,chinde,26.8418,88.0763,18.39,62,99,1.67,NP,1715130941
300,ust-tsilma,65.441,52.1498,-9.66,99,89,1.34,RU,1715130942
301,fang,19.9169,99.2145,25.2,78,17,0.46,TH,1715130942
302,queenstown,-31.8976,26.8753,14.2,36,0,2.57,ZA,1715130942
303,dakhla,23.6848,-15.958,18.51,87,6,8.19,EH,1715130942
304,revelstoke,50.9832,-118.2023,16.01,29,100,5.66,CA,1715130942
305,al artawiyah,26.5053,45.3444,22.11,29,0,6.32,SA,1715130943
306,rio grande,-32.035,-52.0986,22.06,96,93,2.86,BR,1715130943
307,walvis bay,-22.9575,14.5053,15.05,94,0,1.54,NA,1715130943
308,chibougamau,49.9168,-74.3659,4.79,75,100,1.03,CA,1715130943
309,hadibu,12.65,54.0333,28.54,78,0,0.84,YE,1715130943
310,alice springs,-23.7,133.8833,18.75,55,99,4.12,AU,1715130689
311,florida,28.7505,-82.5001,26.15,83,0,0.0,US,1715130670
312,novodvinsk,64.4165,40.8122,-4.01,88,24,2.32,RU,1715130944
313,elliot lake,46.3834,-82.6331,10.94,63,96,2.26,CA,1715130944
314,nova vicosa,-17.8919,-39.3719,24.95,86,14,3.1,BR,1715130944
315,qarazhal,48.0078,70.7903,11.51,80,7,3.74,KZ,1715130945
316,dryden,49.7833,-92.7503,16.16,41,75,3.09,CA,1715130945
317,mount isa,-20.7333,139.5,27.87,54,66,5.66,AU,1715130945
318,kone,-21.0595,164.8658,27.41,44,0,5.89,NC,1715130945
319,bodo,67.28,14.405,4.32,58,0,11.32,NO,1715130946
320,kismayo,-0.3582,42.5454,25.68,88,100,3.67,SO,1715130946
321,ladysmith,48.9829,-123.8194,15.32,47,20,0.0,CA,1715130946
322,lycksele,64.5954,18.6735,-2.07,69,75,1.54,SE,1715130946
323,santa elena de uairen,4.6167,-61.1333,20.5,98,100,1.77,VE,1715130946
324,bandrele,-12.9067,45.1914,27.86,74,20,6.69,YT,1715130947
325,polyarnyy,69.1989,33.4478,-5.33,79,100,3.03,RU,1715130947
326,khandyga,62.6667,135.6,6.0,71,100,2.12,RU,1715130947
327,argo,37.6333,22.7333,16.75,62,27,1.34,GR,1715130947
328,piacabucu,-10.4056,-36.4344,26.07,87,100,4.51,BR,1715130947
329,pak phanang,8.3511,100.202,27.01,66,99,2.64,TH,1715130948
330,plymouth,41.8334,-70.8328,17.88,81,0,3.09,US,1715130948
331,iskateley,67.6803,53.1512,-11.1,97,96,4.02,RU,1715130948
332,ko samui,9.5357,99.9357,31.95,66,20,2.06,TH,1715130948
333,rawson,-43.3002,-65.1023,10.18,75,100,6.77,AR,1715130949
334,chegdomyn,51.1167,133.0167,17.29,29,87,2.84,RU,1715130754
335,aykhal,66.0,111.5,-2.19,93,99,9.72,RU,1715130949
336,acajutla,13.5928,-89.8275,29.16,75,2,2.76,SV,1715130949
337,laojunmiao,39.8333,97.7333,19.1,22,5,3.28,CN,1715130949
338,winkler,49.1817,-97.941,14.43,82,100,9.26,CA,1715130798
339,bayanaul,50.7889,75.6956,10.02,78,0,1.66,KZ,1715130950
340,pavlodar,52.3,76.95,9.89,93,0,3.0,KZ,1715130950
341,manado,1.487,124.8455,30.43,70,40,1.03,ID,1715130950
342,klyuchi,52.2667,79.1667,11.93,78,4,4.55,RU,1715130950
343,mount gambier,-37.8333,140.7667,15.61,61,1,2.99,AU,1715130951
344,chonchi,-42.6128,-73.8092,5.07,91,81,1.1,CL,1715130951
345,puerto baquerizo moreno,-0.9,-89.6,23.45,92,100,3.84,EC,1715130951
346,srandakan,-7.9386,110.2506,26.77,81,38,2.53,ID,1715130951
347,augusto correa,-1.0217,-46.635,24.24,99,100,0.44,BR,1715130952
348,tromso,69.6496,18.957,0.01,47,1,3.09,NO,1715130952
349,maragogi,-9.0122,-35.2225,25.69,87,34,2.57,BR,1715130952
350,muncar,-8.4333,114.3333,26.37,86,68,0.27,ID,1715130952
351,nanakuli,21.3906,-158.1547,27.97,55,75,7.2,US,1715130952
352,sao gabriel da cachoeira,-0.1303,-67.0892,24.41,92,86,1.18,BR,1715130953
353,ola,59.5833,151.2833,0.08,96,98,4.71,RU,1715130953
354,tidjikja,18.5564,-11.4271,31.4,9,0,3.42,MR,1715130953
355,ulladulla,-35.35,150.4667,17.87,67,10,2.86,AU,1715130953
356,puerto quijarro,-17.7833,-57.7667,24.88,56,69,1.62,BO,1715130953
357,east lismore,-28.8193,153.2874,18.64,93,99,1.8,AU,1715130954
358,klaksvik,62.2266,-6.589,8.51,83,100,9.24,FO,1715130954
359,levuka,50.1834,-105.4011,10.84,90,100,8.42,CA,1715130955
360,belyye stolby,55.3314,37.854,0.57,80,0,5.0,RU,1715130955
361,sinop,41.7711,34.8709,9.85,80,0,2.85,TR,1715130955
362,coahuayana de hidalgo,18.7,-103.6583,24.5,65,100,1.31,MX,1715130955
363,sisimiut,66.9395,-53.6735,-4.18,83,100,2.15,GL,1715130956
364,fortuna,40.5982,-124.1573,14.64,69,0,10.29,US,1715130956
365,bhamo,24.2667,97.2333,27.67,49,58,0.53,MM,1715130956
366,codrington,-38.2667,141.9667,15.72,68,8,3.43,AU,1715130956
367,tabou,4.423,-7.3528,27.68,82,100,3.27,CI,1715130956
368,trincomalee,8.5711,81.2335,28.31,79,98,2.97,LK,1715130957
369,yuzhno-kurilsk,44.0306,145.8556,2.99,95,100,10.33,RU,1715130957
370,miguel ahumada,30.6167,-106.5167,28.53,12,0,10.66,MX,1715130957
371,aswan,24.0934,32.907,21.6,15,0,5.15,EG,1715130957
372,ta`u,-14.2336,-169.5144,29.08,80,96,4.95,AS,1715130957
373,mendi,-6.1761,143.6513,20.79,71,92,1.87,PG,1715130958
374,anloga,5.7947,0.8973,29.07,77,100,4.26,GH,1715130958
375,camocim,-2.9022,-40.8411,25.57,92,75,4.33,BR,1715130958
376,maneromango,-7.1988,38.7848,20.22,99,94,2.31,TZ,1715130958
377,kashkhatau,43.3185,43.608,10.31,95,100,1.48,RU,1715130958
378,chimore,-16.9833,-65.1333,24.45,97,100,1.23,BO,1715130959
379,nchelenge,-9.3451,28.734,22.25,71,100,2.81,ZM,1715130959
380,koungou,-12.7336,45.2042,27.84,74,20,6.69,YT,1715130959
381,fortaleza,-3.7227,-38.5247,28.07,83,20,1.54,BR,1715130959
382,uturoa,-16.7333,-151.4333,27.85,75,95,7.81,PF,1715130960
383,tarfaya,27.9358,-12.9218,18.64,88,25,6.73,MA,1715130960
384,kolonia town,6.964,158.206,28.06,89,100,5.14,FM,1715130960
385,broken hill,-31.95,141.4333,17.67,48,12,6.21,AU,1715130715
386,changping,40.2186,116.2197,20.8,27,6,1.61,CN,1715130960
387,tubarjal,30.4999,38.216,15.71,43,0,4.66,SA,1715130961
388,tapes,-30.6733,-51.3958,23.0,88,99,3.51,BR,1715130961
389,parral,26.9333,-105.6667,25.46,6,100,10.35,MX,1715130961
390,haiku-pauwela,20.9219,-156.3051,26.2,72,40,11.32,US,1715130961
391,mogadishu,2.0371,45.3438,26.78,87,73,4.16,SO,1715130961
392,guajara mirim,-10.7828,-65.3394,25.61,81,23,1.45,BR,1715130962
393,san juan,-31.5375,-68.5364,19.39,10,0,5.03,AR,1715130962
394,livingston,55.9029,-3.5226,10.88,90,20,1.54,GB,1715130962
395,santa cruz del sur,20.7147,-77.9956,26.89,78,1,2.78,CU,1715130962
396,ghat,24.9647,10.1728,29.85,21,45,4.81,LY,1715130962
397,cooma,-36.2333,149.1333,11.57,58,36,1.61,AU,1715130963
398,tabas,33.5959,56.9244,20.12,49,5,2.06,IR,1715130963
399,bida,9.0833,6.0167,25.54,76,100,1.26,NG,1715130963
400,necochea,-38.5473,-58.7368,15.31,97,100,3.58,AR,1715130963
401,taltal,-25.4,-70.4833,17.07,71,100,1.7,CL,1715130621
402,anna regina,7.2644,-58.5077,26.85,86,100,3.8,GY,1715130964
403,langsa,4.4683,97.9683,25.88,89,100,0.51,ID,1715130964
404,caxito,-8.5785,13.6643,22.9,98,41,1.3,AO,1715130964
405,yangsan,35.3386,129.0386,14.96,58,75,5.14,KR,1715130964
406,masuda,34.6667,131.85,12.15,94,75,3.09,JP,1715130964
407,bikenibeu village,1.3673,173.1241,31.98,74,20,5.14,KI,1715130965
408,sabancuy,18.9667,-91.1833,30.28,67,0,3.64,MX,1715130965
409,el colomo,19.05,-104.25,23.99,72,100,2.88,MX,1715130965
410,nadym,65.5333,72.5167,-5.02,93,100,7.36,RU,1715130965
411,conception bay south,47.4999,-52.9981,8.36,93,49,2.65,CA,1715130965
412,vilyuchinsk,52.9306,158.4028,2.15,84,100,3.54,RU,1715130966
413,san juan de miraflores,-12.1629,-76.9635,21.76,75,99,4.95,PE,1715130966
414,papao,-17.75,-149.55,29.82,77,63,7.35,PF,1715130966
415,east ballina,-28.8667,153.5833,18.78,72,99,6.49,AU,1715130966
416,sakleshpur,12.9667,75.7833,20.48,96,70,0.35,IN,1715130967
417,karratha,-20.7377,116.8463,27.36,49,3,2.07,AU,1715130967
418,miranda,3.2499,-76.2281,23.07,95,100,1.56,CO,1715130967
419,al harithah,30.7186,47.7208,22.98,49,0,5.14,IQ,1715130967
420,kralendijk,12.15,-68.2667,27.99,83,20,6.69,BQ,1715130967
421,sevastopol,44.6,33.5333,13.33,50,28,2.24,UA,1715130968
422,luderitz,-26.6481,15.1594,16.22,88,0,8.15,NA,1715130968
423,mil'kovo,55.6078,37.7956,1.1,72,2,4.72,RU,1715130968
424,baykal'sk,51.5058,104.1469,6.52,70,6,0.7,RU,1715130968
425,toccoa,34.5773,-83.3324,23.77,84,0,2.06,US,1715130968
426,farah,32.5,62.5,24.67,31,0,1.1,AF,1715130969
427,afaahiti,-17.75,-149.2833,28.93,78,97,6.8,PF,1715130969
428,topolobampo,25.6,-109.05,25.95,41,100,4.12,MX,1715130969
429,sikeston,36.8767,-89.5879,26.98,80,8,3.8,US,1715130969
430,aleg,17.0481,-13.9209,30.77,15,0,6.1,MR,1715130969
431,nuuk,64.1835,-51.7216,-0.66,69,15,5.66,GL,1715130970
432,nemuro,43.3236,145.575,2.98,88,100,8.76,JP,1715130970
433,birjand,32.8663,59.2211,17.26,48,20,2.06,IR,1715130970
434,sawakin,19.1059,37.3321,25.09,62,0,4.39,SD,1715130970
435,malango,-2.9627,119.9001,25.09,80,25,0.97,ID,1715130970
436,urangan,-25.3,152.9,22.89,87,3,2.68,AU,1715130971
437,glace bay,46.1969,-59.957,7.93,90,75,2.06,CA,1715130971
438,broome,42.2506,-75.833,17.04,68,100,1.63,US,1715130971
439,biala podlaska,52.0324,23.1165,4.69,73,8,3.01,PL,1715130971
440,sao joao da barra,-21.6403,-41.0511,24.92,89,0,4.52,BR,1715130972
441,pimentel,-6.8367,-79.9342,19.16,82,0,7.2,PE,1715130972
442,altamira,-3.2033,-52.2064,24.78,82,99,1.02,BR,1715130972
443,oranjemund,-28.55,16.4333,16.02,94,100,5.83,NA,1715130972
444,yuli,9.6989,10.2744,29.18,57,100,1.48,NG,1715130972
445,tuzantla,19.2029,-100.5668,33.93,13,39,0.5,MX,1715130973
446,barreirinha,-2.7933,-57.07,23.92,99,100,0.87,BR,1715130973
447,puerto penasco,31.3167,-113.5333,23.38,51,0,5.99,MX,1715130973
448,liuboml,51.226,24.0373,4.43,87,27,2.07,UA,1715130973
449,nagqu,31.5,92.0,2.76,52,98,3.74,CN,1715130974
450,hami,42.8,93.45,26.38,20,100,0.48,CN,1715130974
451,hola,51.5377,23.1902,3.1,75,92,2.3,PL,1715130974
452,tanaina,61.6269,-149.4281,12.89,35,20,8.23,US,1715130974
453,kapa'a,22.0752,-159.319,28.99,71,20,5.66,US,1715130974
454,qulsary,46.9531,54.0198,15.6,87,100,9.1,KZ,1715130975
455,hargeysa,9.56,44.065,22.73,73,49,2.91,SO,1715130975
456,kenai,60.5544,-151.2583,12.05,35,75,5.66,US,1715130975
457,cole harbour,44.6724,-63.4751,13.98,66,20,1.54,CA,1715130975
458,richards bay,-28.783,32.0377,19.69,71,0,4.51,ZA,1715130976
459,port sudan,19.6175,37.2164,25.03,61,0,5.71,SD,1715130976
460,north battleford,52.7834,-108.2847,13.05,71,100,5.14,CA,1715130976
461,bure,10.7,37.0667,20.29,23,29,3.76,ET,1715130976
462,baldock,51.9878,-0.1884,12.0,94,75,2.06,GB,1715130976
463,lethem,3.3803,-59.7968,25.45,88,100,1.78,GY,1715130977
464,puerto leguizamo,-0.1934,-74.7819,25.25,88,71,0.89,CO,1715130977
465,puerto cabezas,14.0351,-83.3888,27.18,83,100,2.24,NI,1715130977
466,ligny-en-barrois,48.6886,5.3254,9.66,93,7,2.45,FR,1715130977
467,sambava,-14.2667,50.1667,24.39,84,100,5.99,MG,1715130977
468,susuman,62.7833,148.1667,0.55,75,79,2.24,RU,1715130978
469,hotan,37.0997,79.9269,21.41,25,0,1.89,CN,1715130978
470,cananea,30.95,-110.3,21.34,15,0,7.77,MX,1715130950
471,cidreira,-30.1811,-50.2056,22.66,87,98,2.99,BR,1715130978
472,mermoz boabab,14.7065,-17.4758,23.31,94,40,5.14,SN,1715130978
473,lodeynoye pole,60.726,33.5531,-3.35,88,100,3.41,RU,1715130979
474,mohammedia,33.7066,-7.3944,20.29,100,58,1.03,MA,1715130979
475,villa dolores,-31.9459,-65.1896,18.16,68,0,1.36,AR,1715130979
476,punta del este,-34.9667,-54.95,20.54,97,100,4.63,UY,1715130979
477,udachny,66.4167,112.4,-0.31,98,100,9.12,RU,1715130979
478,totness,5.8833,-56.3167,27.03,86,100,5.4,SR,1715130980
479,ghanzi,-21.5667,21.7833,22.1,32,84,3.17,BW,1715130980
480,puerto madero,14.7208,-92.4215,30.11,70,20,2.57,MX,1715130980
481,howrah,22.5892,88.3103,23.0,94,75,2.57,IN,1715130981
482,bandar-e anzali,37.4727,49.4622,15.05,93,68,1.78,IR,1715130981
483,mata-utu,-13.2816,-176.1745,29.63,77,94,5.82,WF,1715130981
484,champerico,14.3,-91.9167,29.94,69,29,5.27,GT,1715130981
485,nguigmi,14.2495,13.1092,31.64,16,17,5.07,NE,1715130981
486,carbondale,37.7273,-89.2168,26.0,75,0,3.6,US,1715130982
487,taloqan,36.7361,69.5345,20.79,37,98,1.84,AF,1715130982
488,tefe,-3.3542,-64.7114,27.06,94,0,0.0,BR,1715130982
489,katsuren-haebaru,26.3369,127.8719,27.43,65,20,4.12,JP,1715130982
490,fougamou,-1.2154,10.5838,24.52,99,100,0.46,GA,1715130982
491,las palmas,28.4204,-14.0131,17.44,88,40,6.17,ES,1715130983
492,pacific grove,36.6177,-121.9166,20.5,70,0,4.12,US,1715130961
493,center,31.5107,-96.4247,28.47,76,43,0.89,US,1715130983
494,lamu,-2.2717,40.902,26.12,86,82,6.02,KE,1715130983
495,peace river,56.2501,-117.286,17.17,18,75,7.2,CA,1715130983
496,kirakira,-10.4544,161.9205,29.83,73,100,3.89,SB,1715130984
497,kurumkan,54.3,110.3,8.4,38,0,2.68,RU,1715130984
498,diapaga,12.0708,1.7889,30.47,46,100,4.57,BF,1715130984
499,nogliki,51.8333,143.1667,2.41,61,94,3.58,RU,1715130984
500,saint-philippe,-21.3585,55.7679,23.77,73,50,7.51,RE,1715130984
501,trumann,35.6737,-90.5073,28.06,80,3,4.81,US,1715130985
502,aripuana,-9.1667,-60.6333,23.94,97,7,0.6,BR,1715130985
503,greenville,35.6127,-77.3663,23.4,87,0,0.0,US,1715130985
504,horta,38.5333,-28.6333,16.68,93,50,1.34,PT,1715130985
505,buala,-8.145,159.5921,28.96,81,84,4.53,SB,1715130985
506,taunggyi,20.7833,97.0333,23.25,58,100,0.43,MM,1715130986
507,constantia,44.1833,28.65,15.39,89,100,3.18,RO,1715130986
508,kulhudhuffushi,6.6221,73.07,29.45,73,100,5.28,MV,1715130986
509,soalkuchi,26.1681,91.5711,23.99,94,40,3.09,IN,1715130986
510,petropavlovka,50.6114,105.3196,9.63,51,87,2.07,RU,1715130987
511,tottori,35.5,134.2333,12.04,87,75,8.75,JP,1715130987
512,shar,49.5886,81.0453,14.42,46,85,2.56,KZ,1715130987
513,santana,-0.0583,-51.1817,26.1,94,100,1.03,BR,1715130987
514,mobaye,4.319,21.1786,24.11,82,41,0.57,CF,1715130987
515,muravlenko,63.7898,74.523,-0.09,100,100,3.52,RU,1715130988
516,nkove,-7.95,30.85,23.02,76,95,2.99,TZ,1715130988
517,dikili,39.071,26.8902,15.51,60,100,1.2,TR,1715130988
518,el coacoyul,17.6167,-101.4333,25.53,69,75,5.14,MX,1715130988
519,usinsk,65.9939,57.5281,-4.4,90,94,6.26,RU,1715130988
520,gargalianoi,37.0667,21.6333,15.75,69,79,3.49,GR,1715130989
521,touros,-5.1989,-35.4608,26.12,84,100,3.95,BR,1715130989
522,yarmouth,41.7057,-70.2286,14.8,91,100,3.09,US,1715130989
523,jiamusi,46.8333,130.35,20.29,25,84,3.48,CN,1715130989
524,ahmadpur east,29.1431,71.2598,32.74,12,0,2.45,PK,1715130989
525,brady,31.1352,-99.3351,29.25,54,0,3.09,US,1715130990
526,chaguanas,10.5167,-61.4167,28.42,85,20,3.6,TT,1715130990
527,lodwar,3.1191,35.5973,27.92,68,91,4.58,KE,1715130990
528,barclayville,4.6797,-8.2339,26.79,86,100,1.81,LR,1715130990
529,hagere hiywet,8.9833,37.85,17.95,66,71,1.34,ET,1715130991
530,harihar,14.5167,75.8,23.87,81,7,2.01,IN,1715130991
531,imbituba,-28.24,-48.6703,26.03,85,100,4.18,BR,1715130991
532,moose jaw,50.4001,-105.5344,11.14,87,100,7.2,CA,1715130991
533,leninaul,43.0914,46.5743,9.08,83,98,4.08,RU,1715130992
534,salalah,17.0151,54.0924,29.05,84,75,1.03,OM,1715130992
535,mont-dore,-22.2833,166.5833,26.99,99,50,5.32,NC,1715130992
536,alesund,62.4723,6.1549,9.31,98,100,2.06,NO,1715130992
537,pathein,16.7833,94.7333,31.31,60,5,5.59,MM,1715130992
538,galliano,29.4422,-90.2992,27.22,83,100,3.09,US,1715130993
539,puerto san jose,13.9256,-90.8244,30.05,72,0,4.5,GT,1715130993
540,balabac,7.9868,117.0645,29.26,76,29,3.58,PH,1715130993
541,westport,41.1415,-73.3579,19.6,62,0,2.06,US,1715130964
542,padang,-0.9492,100.3543,27.03,81,100,1.81,ID,1715130994
543,matoury,4.8483,-52.3317,26.98,89,75,2.06,GF,1715130994
544,prince rupert,54.3161,-130.3201,10.05,69,100,14.92,CA,1715130904
545,itaituba,-4.2761,-55.9836,24.05,99,86,0.48,BR,1715130994
546,mamuju,-2.6748,118.8885,29.12,76,7,0.45,ID,1715130994
547,goranboy,40.6103,46.7897,14.16,73,59,5.73,AZ,1715130995
548,wuwei,37.9281,102.6414,22.08,23,1,3.33,CN,1715130995
549,gillette,44.2911,-105.5022,6.17,63,100,4.92,US,1715130995
550,tolanaro,-25.0319,46.9987,22.45,83,82,5.87,MG,1715130995
551,sarigerme,36.7155,28.7044,11.73,87,0,2.06,TR,1715130995
552,ranau,5.9538,116.6641,27.14,69,89,1.1,MY,1715130996
553,atherton,53.5237,-2.4935,13.75,82,74,1.34,GB,1715130996
554,tashtyp,52.7939,89.8983,12.62,47,58,1.62,RU,1715130996
555,namtsy,62.7161,129.6658,3.84,75,100,4.23,RU,1715130996
556,luebo,-5.35,21.4167,23.22,62,78,0.61,CD,1715130997
557,nichinan,31.6,131.3667,21.82,54,2,3.68,JP,1715130997
558,kamina,-8.7386,24.9906,18.5,90,100,1.75,CD,1715130997
559,tosontsengel,48.7567,98.2839,10.57,48,100,2.59,MN,1715130997
560,muisne,0.6,-80.0333,25.81,83,92,4.94,EC,1715130997
561,lukolela,-1.0605,17.1821,23.82,75,92,1.08,CD,1715130998
562,kertih,4.5141,103.4483,29.01,79,20,2.06,MY,1715130998
563,nampula,-15.1165,39.2666,20.97,94,75,2.57,MZ,1715130998
564,kaa-khem,51.6833,94.7333,10.23,37,100,1.4,RU,1715130998
565,nueva gerona,21.8833,-82.8,28.05,72,0,0.22,CU,1715130998
566,yoko,5.5333,12.3167,20.58,88,100,1.05,CM,1715130999
567,lobujya,27.95,86.8167,-5.79,88,100,0.88,NP,1715130999
568,gobabis,-22.45,18.9667,18.5,39,5,4.92,NA,1715130999
569,naze,28.3667,129.4833,22.51,54,36,3.01,JP,1715130999
570,morondava,-20.2833,44.2833,22.44,64,0,4.35,MG,1715130999
571,zaysan,47.4667,84.8667,18.77,50,60,1.4,KZ,1715131000
572,newnham,-41.3833,147.1333,15.93,67,40,6.17,AU,1715131000
573,tofol,5.3248,163.0078,30.88,74,75,3.6,FM,1715131000
574,coaldale,49.7167,-112.6185,5.82,93,100,16.46,CA,1715130764
575,huangshan,29.7114,118.3125,22.83,70,2,1.04,CN,1715131000
576,mangrol,21.1167,70.1167,26.88,87,0,4.39,IN,1715131000
577,topki,55.2769,85.6163,12.89,69,84,3.33,RU,1715131001
578,murzuq,25.9155,13.9184,27.5,18,25,3.74,LY,1715131001
579,barra da estiva,-13.6261,-41.3269,17.0,84,5,1.87,BR,1715131001
580,villa avila camacho,20.3819,-97.8792,32.24,58,56,1.4,MX,1715131001
581,alofi,-19.0595,-169.9187,26.94,89,75,5.14,NU,1715131001
582,okhotsk,59.3833,143.3,1.48,80,100,4.67,RU,1715131002
